2021-12-07 21:54:31 - INFO - saving to ./results/2021-12-07_21-54-31
2021-12-07 21:54:31 - DEBUG - run arguments: Namespace(batch_size=128, dataset='cifar10', epochs=250, evaluate=None, gpus='0', input_size=None, lr=0.1, model='resnet_binary', model_config='', momentum=0.9, optimizer='SGD', print_freq=10, results_dir='./results', resume='', save='2021-12-07_21-54-31', start_epoch=0, type='torch.cuda.FloatTensor', weight_decay=0.0001, workers=8)
2021-12-07 21:54:31 - INFO - creating model fake generator (student)
2021-12-07 21:54:31 - INFO - creating model real generator (student)
2021-12-07 21:54:33 - INFO - number of parameters: 11094154
2021-12-07 21:54:35 - INFO - TRAINING - Epoch: [0][0/391]	Time 1.007 (1.007)	Data 0.166 (0.166)	Loss 2.3175 (2.3175)	Prec@1 11.719 (11.719)	Prec@5 54.688 (54.688)
2021-12-07 21:54:35 - INFO - TRAINING - Epoch: [0][10/391]	Time 0.086 (0.165)	Data 0.000 (0.015)	Loss 2.3979 (2.3766)	Prec@1 10.938 (11.364)	Prec@5 55.469 (51.634)
2021-12-07 21:54:36 - INFO - TRAINING - Epoch: [0][20/391]	Time 0.085 (0.127)	Data 0.000 (0.008)	Loss 2.6225 (2.4185)	Prec@1 14.062 (12.277)	Prec@5 52.344 (54.167)
2021-12-07 21:54:37 - INFO - TRAINING - Epoch: [0][30/391]	Time 0.085 (0.114)	Data 0.000 (0.005)	Loss 2.4494 (2.4455)	Prec@1 19.531 (13.206)	Prec@5 71.094 (57.056)
2021-12-07 21:54:38 - INFO - TRAINING - Epoch: [0][40/391]	Time 0.085 (0.107)	Data 0.000 (0.004)	Loss 2.6915 (2.4598)	Prec@1 14.844 (14.615)	Prec@5 65.625 (59.680)
2021-12-07 21:54:39 - INFO - TRAINING - Epoch: [0][50/391]	Time 0.085 (0.102)	Data 0.000 (0.003)	Loss 2.6160 (2.4754)	Prec@1 17.969 (15.273)	Prec@5 68.750 (61.428)
2021-12-07 21:54:40 - INFO - TRAINING - Epoch: [0][60/391]	Time 0.085 (0.100)	Data 0.000 (0.003)	Loss 2.6133 (2.4780)	Prec@1 14.844 (15.932)	Prec@5 66.406 (63.064)
2021-12-07 21:54:41 - INFO - TRAINING - Epoch: [0][70/391]	Time 0.085 (0.098)	Data 0.000 (0.002)	Loss 2.3124 (2.4839)	Prec@1 22.656 (16.505)	Prec@5 78.906 (64.085)
2021-12-07 21:54:41 - INFO - TRAINING - Epoch: [0][80/391]	Time 0.087 (0.096)	Data 0.000 (0.002)	Loss 2.5254 (2.4755)	Prec@1 17.188 (16.946)	Prec@5 71.875 (65.326)
2021-12-07 21:54:42 - INFO - TRAINING - Epoch: [0][90/391]	Time 0.085 (0.095)	Data 0.000 (0.002)	Loss 2.4749 (2.4702)	Prec@1 23.438 (17.342)	Prec@5 74.219 (66.415)
2021-12-07 21:54:43 - INFO - TRAINING - Epoch: [0][100/391]	Time 0.085 (0.094)	Data 0.000 (0.002)	Loss 2.3459 (2.4625)	Prec@1 21.875 (17.845)	Prec@5 78.906 (67.443)
2021-12-07 21:54:44 - INFO - TRAINING - Epoch: [0][110/391]	Time 0.085 (0.093)	Data 0.000 (0.002)	Loss 2.4990 (2.4582)	Prec@1 17.188 (18.095)	Prec@5 74.219 (68.102)
2021-12-07 21:54:45 - INFO - TRAINING - Epoch: [0][120/391]	Time 0.085 (0.093)	Data 0.000 (0.001)	Loss 2.3912 (2.4569)	Prec@1 24.219 (18.330)	Prec@5 76.562 (68.718)
2021-12-07 21:54:46 - INFO - TRAINING - Epoch: [0][130/391]	Time 0.085 (0.092)	Data 0.000 (0.001)	Loss 2.4722 (2.4512)	Prec@1 20.312 (18.738)	Prec@5 80.469 (69.442)
2021-12-07 21:54:47 - INFO - TRAINING - Epoch: [0][140/391]	Time 0.085 (0.092)	Data 0.000 (0.001)	Loss 2.6484 (2.4440)	Prec@1 15.625 (19.066)	Prec@5 74.219 (69.947)
2021-12-07 21:54:47 - INFO - TRAINING - Epoch: [0][150/391]	Time 0.087 (0.091)	Data 0.000 (0.001)	Loss 2.3338 (2.4339)	Prec@1 25.781 (19.464)	Prec@5 78.906 (70.499)
2021-12-07 21:54:48 - INFO - TRAINING - Epoch: [0][160/391]	Time 0.085 (0.091)	Data 0.000 (0.001)	Loss 2.2752 (2.4307)	Prec@1 26.562 (19.900)	Prec@5 82.812 (70.914)
2021-12-07 21:54:49 - INFO - TRAINING - Epoch: [0][170/391]	Time 0.085 (0.091)	Data 0.000 (0.001)	Loss 2.3399 (2.4264)	Prec@1 23.438 (20.107)	Prec@5 72.656 (71.286)
2021-12-07 21:54:50 - INFO - TRAINING - Epoch: [0][180/391]	Time 0.085 (0.091)	Data 0.000 (0.001)	Loss 2.4104 (2.4199)	Prec@1 28.125 (20.226)	Prec@5 79.688 (71.711)
2021-12-07 21:54:51 - INFO - TRAINING - Epoch: [0][190/391]	Time 0.085 (0.090)	Data 0.000 (0.001)	Loss 2.4299 (2.4084)	Prec@1 19.531 (20.566)	Prec@5 78.125 (72.251)
2021-12-07 21:54:52 - INFO - TRAINING - Epoch: [0][200/391]	Time 0.085 (0.090)	Data 0.000 (0.001)	Loss 1.9522 (2.4013)	Prec@1 25.781 (20.783)	Prec@5 89.062 (72.567)
2021-12-07 21:54:53 - INFO - TRAINING - Epoch: [0][210/391]	Time 0.085 (0.090)	Data 0.000 (0.001)	Loss 2.3999 (2.3979)	Prec@1 17.188 (20.923)	Prec@5 77.344 (72.904)
2021-12-07 21:54:53 - INFO - TRAINING - Epoch: [0][220/391]	Time 0.087 (0.090)	Data 0.000 (0.001)	Loss 2.4168 (2.3915)	Prec@1 24.219 (21.118)	Prec@5 82.031 (73.324)
