2021-12-07 22:20:45 - INFO - saving to ./results/2021-12-07_22-20-45
2021-12-07 22:20:45 - DEBUG - run arguments: Namespace(batch_size=128, dataset='cifar10', epochs=250, evaluate=None, gpus='0', input_size=None, lr=0.1, model='resnet_binary', model_config='', momentum=0.9, optimizer='SGD', print_freq=10, results_dir='./results', resume='', save='2021-12-07_22-20-45', start_epoch=0, type='torch.cuda.FloatTensor', weight_decay=0.0001, workers=8)
2021-12-07 22:20:45 - INFO - creating model fake generator (student)
2021-12-07 22:20:45 - INFO - creating model real generator (student)
2021-12-07 22:20:46 - INFO - number of parameters: 11094154
2021-12-07 22:20:48 - INFO - TRAINING - Epoch: [0][0/391]	Time 0.990 (0.990)	Data 0.156 (0.156)	Loss 2.4067 (2.4067)	Prec@1 9.375 (9.375)	Prec@5 41.406 (41.406)
2021-12-07 22:20:49 - INFO - TRAINING - Epoch: [0][10/391]	Time 0.085 (0.163)	Data 0.000 (0.014)	Loss 2.4224 (2.3857)	Prec@1 11.719 (11.222)	Prec@5 57.031 (52.486)
2021-12-07 22:20:50 - INFO - TRAINING - Epoch: [0][20/391]	Time 0.085 (0.126)	Data 0.000 (0.008)	Loss 2.4000 (2.4057)	Prec@1 19.531 (12.798)	Prec@5 59.375 (56.138)
2021-12-07 22:20:51 - INFO - TRAINING - Epoch: [0][30/391]	Time 0.085 (0.113)	Data 0.000 (0.005)	Loss 2.5531 (2.4376)	Prec@1 13.281 (14.189)	Prec@5 66.406 (59.249)
2021-12-07 22:20:51 - INFO - TRAINING - Epoch: [0][40/391]	Time 0.084 (0.106)	Data 0.000 (0.004)	Loss 2.6335 (2.4470)	Prec@1 20.312 (15.587)	Prec@5 60.156 (61.471)
2021-12-07 22:20:52 - INFO - TRAINING - Epoch: [0][50/391]	Time 0.086 (0.102)	Data 0.000 (0.003)	Loss 2.3089 (2.4526)	Prec@1 21.875 (16.069)	Prec@5 68.750 (63.082)
2021-12-07 22:20:53 - INFO - TRAINING - Epoch: [0][60/391]	Time 0.085 (0.100)	Data 0.000 (0.003)	Loss 2.3132 (2.4452)	Prec@1 28.125 (16.778)	Prec@5 72.656 (64.921)
2021-12-07 22:20:54 - INFO - TRAINING - Epoch: [0][70/391]	Time 0.085 (0.098)	Data 0.000 (0.002)	Loss 2.4302 (2.4269)	Prec@1 23.438 (17.463)	Prec@5 76.562 (66.659)
2021-12-07 22:20:55 - INFO - TRAINING - Epoch: [0][80/391]	Time 0.085 (0.096)	Data 0.000 (0.002)	Loss 2.2695 (2.4135)	Prec@1 24.219 (18.152)	Prec@5 76.562 (67.940)
2021-12-07 22:20:56 - INFO - TRAINING - Epoch: [0][90/391]	Time 0.085 (0.095)	Data 0.000 (0.002)	Loss 2.3459 (2.3999)	Prec@1 24.219 (18.870)	Prec@5 75.000 (68.887)
2021-12-07 22:20:57 - INFO - TRAINING - Epoch: [0][100/391]	Time 0.085 (0.094)	Data 0.000 (0.002)	Loss 2.3327 (2.3886)	Prec@1 21.875 (19.322)	Prec@5 73.438 (69.500)
