2021-12-07 21:22:57 - INFO - saving to ./results/2021-12-07_21-22-57
2021-12-07 21:22:57 - DEBUG - run arguments: Namespace(batch_size=128, dataset='cifar10', epochs=250, evaluate=None, gpus='0', input_size=None, lr=0.1, model='resnet_binary', model_config='', momentum=0.9, optimizer='SGD', print_freq=10, results_dir='./results', resume='', save='2021-12-07_21-22-57', start_epoch=0, type='torch.cuda.FloatTensor', weight_decay=0.0001, workers=8)
2021-12-07 21:22:57 - INFO - creating model fake generator (student)
2021-12-07 21:22:57 - INFO - creating model real generator (student)
2021-12-07 21:22:58 - INFO - number of parameters: 11094154
2021-12-07 21:23:01 - INFO - TRAINING - Epoch: [0][0/391]	Time 1.923 (1.923)	Data 0.190 (0.190)	Loss 2.3176 (2.3176)	Prec@1 15.625 (15.625)	Prec@5 55.469 (55.469)
2021-12-07 21:23:03 - INFO - TRAINING - Epoch: [0][10/391]	Time 0.270 (0.405)	Data 0.000 (0.017)	Loss 2.3106 (2.2844)	Prec@1 19.531 (16.477)	Prec@5 63.281 (59.943)
2021-12-07 21:23:06 - INFO - TRAINING - Epoch: [0][20/391]	Time 0.276 (0.341)	Data 0.000 (0.009)	Loss 2.5065 (2.3347)	Prec@1 21.094 (16.741)	Prec@5 61.719 (63.393)
2021-12-07 21:23:09 - INFO - TRAINING - Epoch: [0][30/391]	Time 0.272 (0.319)	Data 0.000 (0.006)	Loss 2.7306 (2.3859)	Prec@1 14.062 (16.583)	Prec@5 60.938 (64.415)
2021-12-07 21:23:12 - INFO - TRAINING - Epoch: [0][40/391]	Time 0.280 (0.308)	Data 0.000 (0.005)	Loss 2.6223 (2.4203)	Prec@1 21.875 (16.806)	Prec@5 68.750 (65.168)
2021-12-07 21:23:14 - INFO - TRAINING - Epoch: [0][50/391]	Time 0.274 (0.302)	Data 0.000 (0.004)	Loss 2.4144 (2.4260)	Prec@1 17.188 (17.065)	Prec@5 71.875 (66.039)
2021-12-07 21:23:17 - INFO - TRAINING - Epoch: [0][60/391]	Time 0.277 (0.297)	Data 0.000 (0.003)	Loss 2.6966 (2.4455)	Prec@1 20.312 (17.418)	Prec@5 68.750 (66.573)
2021-12-07 21:23:20 - INFO - TRAINING - Epoch: [0][70/391]	Time 0.275 (0.294)	Data 0.000 (0.003)	Loss 2.5865 (2.4660)	Prec@1 21.875 (17.518)	Prec@5 71.094 (67.011)
2021-12-07 21:23:22 - INFO - TRAINING - Epoch: [0][80/391]	Time 0.277 (0.292)	Data 0.000 (0.002)	Loss 2.6188 (2.4826)	Prec@1 21.875 (17.593)	Prec@5 69.531 (67.274)
2021-12-07 21:23:26 - INFO - TRAINING - Epoch: [0][90/391]	Time 0.321 (0.297)	Data 0.000 (0.002)	Loss 2.4815 (2.4907)	Prec@1 20.312 (17.625)	Prec@5 67.969 (67.539)
2021-12-07 21:23:29 - INFO - TRAINING - Epoch: [0][100/391]	Time 0.277 (0.298)	Data 0.000 (0.002)	Loss 2.4795 (2.4907)	Prec@1 20.312 (17.845)	Prec@5 71.875 (67.899)
2021-12-07 21:23:32 - INFO - TRAINING - Epoch: [0][110/391]	Time 0.294 (0.299)	Data 0.000 (0.002)	Loss 2.7826 (2.4991)	Prec@1 13.281 (17.870)	Prec@5 64.062 (67.870)
2021-12-07 21:23:35 - INFO - TRAINING - Epoch: [0][120/391]	Time 0.276 (0.299)	Data 0.000 (0.002)	Loss 2.6120 (2.5018)	Prec@1 17.969 (18.137)	Prec@5 70.312 (68.156)
2021-12-07 21:23:38 - INFO - TRAINING - Epoch: [0][130/391]	Time 0.278 (0.297)	Data 0.000 (0.002)	Loss 2.5345 (2.5039)	Prec@1 17.969 (18.243)	Prec@5 73.438 (68.344)
2021-12-07 21:23:41 - INFO - TRAINING - Epoch: [0][140/391]	Time 0.308 (0.296)	Data 0.000 (0.001)	Loss 2.3899 (2.4970)	Prec@1 21.094 (18.395)	Prec@5 71.094 (68.545)
2021-12-07 21:23:43 - INFO - TRAINING - Epoch: [0][150/391]	Time 0.274 (0.295)	Data 0.000 (0.001)	Loss 2.3855 (2.4931)	Prec@1 26.562 (18.579)	Prec@5 67.188 (68.967)
2021-12-07 21:23:46 - INFO - TRAINING - Epoch: [0][160/391]	Time 0.278 (0.294)	Data 0.000 (0.001)	Loss 2.3544 (2.4877)	Prec@1 25.000 (18.701)	Prec@5 75.781 (69.211)
