2021-12-07 19:34:13 - INFO - saving to ./results/2021-12-07_19-34-13
2021-12-07 19:34:13 - DEBUG - run arguments: Namespace(batch_size=96, dataset='cifar10', epochs=250, evaluate=None, gpus='0', input_size=None, lr=0.1, model='resnet_binary', model_config='', momentum=0.9, optimizer='SGD', print_freq=10, results_dir='./results', resume='', save='2021-12-07_19-34-13', start_epoch=0, type='torch.cuda.FloatTensor', weight_decay=0.0001, workers=8)
2021-12-07 19:34:13 - INFO - creating model resnet_binary
2021-12-07 19:34:13 - INFO - created model with configuration: {'input_size': None, 'dataset': 'cifar10'}
2021-12-07 19:34:13 - INFO - number of parameters: 11094174
2021-12-07 19:34:16 - INFO - TRAINING - Epoch: [0][0/521]	Time 1.106 (1.106)	Data 0.136 (0.136)	Loss 2.6827 (2.6827)	Prec@1 10.417 (10.417)	Prec@5 51.042 (51.042)
2021-12-07 19:34:18 - INFO - TRAINING - Epoch: [0][10/521]	Time 0.205 (0.276)	Data 0.000 (0.012)	Loss 2.7330 (2.6730)	Prec@1 8.333 (10.227)	Prec@5 51.042 (52.178)
2021-12-07 19:34:20 - INFO - TRAINING - Epoch: [0][20/521]	Time 0.212 (0.243)	Data 0.000 (0.007)	Loss 2.4056 (2.6012)	Prec@1 16.667 (11.210)	Prec@5 60.417 (54.911)
2021-12-07 19:34:22 - INFO - TRAINING - Epoch: [0][30/521]	Time 0.209 (0.231)	Data 0.000 (0.004)	Loss 2.3577 (2.5586)	Prec@1 18.750 (11.962)	Prec@5 57.292 (55.645)
2021-12-07 19:34:24 - INFO - TRAINING - Epoch: [0][40/521]	Time 0.206 (0.225)	Data 0.000 (0.003)	Loss 2.3971 (2.5208)	Prec@1 21.875 (12.805)	Prec@5 56.250 (56.021)
2021-12-07 19:34:26 - INFO - TRAINING - Epoch: [0][50/521]	Time 0.206 (0.221)	Data 0.000 (0.003)	Loss 2.4970 (2.4997)	Prec@1 9.375 (13.031)	Prec@5 53.125 (56.046)
2021-12-07 19:34:28 - INFO - TRAINING - Epoch: [0][60/521]	Time 0.208 (0.219)	Data 0.000 (0.002)	Loss 2.3135 (2.4696)	Prec@1 15.625 (13.473)	Prec@5 61.458 (57.001)
2021-12-07 19:34:30 - INFO - TRAINING - Epoch: [0][70/521]	Time 0.209 (0.217)	Data 0.000 (0.002)	Loss 2.3037 (2.4495)	Prec@1 14.583 (13.747)	Prec@5 61.458 (57.424)
2021-12-07 19:34:32 - INFO - TRAINING - Epoch: [0][80/521]	Time 0.208 (0.215)	Data 0.000 (0.002)	Loss 2.3412 (2.4319)	Prec@1 13.542 (13.953)	Prec@5 58.333 (57.948)
2021-12-07 19:34:34 - INFO - TRAINING - Epoch: [0][90/521]	Time 0.209 (0.214)	Data 0.000 (0.002)	Loss 2.2178 (2.4162)	Prec@1 19.792 (14.183)	Prec@5 61.458 (58.253)
2021-12-07 19:34:36 - INFO - TRAINING - Epoch: [0][100/521]	Time 0.209 (0.214)	Data 0.000 (0.001)	Loss 2.2149 (2.3971)	Prec@1 14.583 (14.501)	Prec@5 64.583 (58.715)
2021-12-07 19:34:38 - INFO - TRAINING - Epoch: [0][110/521]	Time 0.209 (0.213)	Data 0.000 (0.001)	Loss 2.2130 (2.3834)	Prec@1 17.708 (14.799)	Prec@5 63.542 (59.065)
2021-12-07 19:34:41 - INFO - TRAINING - Epoch: [0][120/521]	Time 0.207 (0.212)	Data 0.000 (0.001)	Loss 2.1935 (2.3696)	Prec@1 18.750 (15.014)	Prec@5 66.667 (59.496)
2021-12-07 19:34:43 - INFO - TRAINING - Epoch: [0][130/521]	Time 0.209 (0.212)	Data 0.000 (0.001)	Loss 2.2669 (2.3582)	Prec@1 16.667 (15.164)	Prec@5 64.583 (59.852)
2021-12-07 19:34:45 - INFO - TRAINING - Epoch: [0][140/521]	Time 0.208 (0.212)	Data 0.000 (0.001)	Loss 2.1003 (2.3466)	Prec@1 20.833 (15.359)	Prec@5 71.875 (60.306)
2021-12-07 19:34:47 - INFO - TRAINING - Epoch: [0][150/521]	Time 0.208 (0.211)	Data 0.000 (0.001)	Loss 2.1950 (2.3377)	Prec@1 16.667 (15.328)	Prec@5 71.875 (60.693)
2021-12-07 19:34:49 - INFO - TRAINING - Epoch: [0][160/521]	Time 0.209 (0.211)	Data 0.000 (0.001)	Loss 2.2065 (2.3289)	Prec@1 19.792 (15.347)	Prec@5 67.708 (61.077)
2021-12-07 19:34:51 - INFO - TRAINING - Epoch: [0][170/521]	Time 0.208 (0.211)	Data 0.000 (0.001)	Loss 2.1828 (2.3203)	Prec@1 20.833 (15.595)	Prec@5 62.500 (61.489)
2021-12-07 19:34:53 - INFO - TRAINING - Epoch: [0][180/521]	Time 0.209 (0.211)	Data 0.000 (0.001)	Loss 2.1433 (2.3125)	Prec@1 15.625 (15.683)	Prec@5 72.917 (61.827)
2021-12-07 19:34:55 - INFO - TRAINING - Epoch: [0][190/521]	Time 0.209 (0.211)	Data 0.000 (0.001)	Loss 2.1171 (2.3052)	Prec@1 15.625 (15.881)	Prec@5 66.667 (61.998)
2021-12-07 19:34:57 - INFO - TRAINING - Epoch: [0][200/521]	Time 0.208 (0.210)	Data 0.000 (0.001)	Loss 2.1563 (2.2980)	Prec@1 15.625 (15.972)	Prec@5 70.833 (62.324)
2021-12-07 19:34:59 - INFO - TRAINING - Epoch: [0][210/521]	Time 0.210 (0.210)	Data 0.000 (0.001)	Loss 2.1918 (2.2908)	Prec@1 10.417 (16.094)	Prec@5 68.750 (62.628)
2021-12-07 19:35:01 - INFO - TRAINING - Epoch: [0][220/521]	Time 0.209 (0.210)	Data 0.000 (0.001)	Loss 2.2068 (2.2848)	Prec@1 15.625 (16.110)	Prec@5 70.833 (62.934)
2021-12-07 19:35:03 - INFO - TRAINING - Epoch: [0][230/521]	Time 0.208 (0.210)	Data 0.000 (0.001)	Loss 2.2162 (2.2792)	Prec@1 10.417 (16.193)	Prec@5 66.667 (63.172)
2021-12-07 19:35:05 - INFO - TRAINING - Epoch: [0][240/521]	Time 0.211 (0.210)	Data 0.000 (0.001)	Loss 2.1152 (2.2739)	Prec@1 20.833 (16.304)	Prec@5 71.875 (63.369)
2021-12-07 19:35:07 - INFO - TRAINING - Epoch: [0][250/521]	Time 0.209 (0.210)	Data 0.000 (0.001)	Loss 2.1187 (2.2689)	Prec@1 19.792 (16.368)	Prec@5 69.792 (63.633)
2021-12-07 19:35:10 - INFO - TRAINING - Epoch: [0][260/521]	Time 0.209 (0.210)	Data 0.000 (0.001)	Loss 2.1341 (2.2639)	Prec@1 16.667 (16.463)	Prec@5 64.583 (63.861)
2021-12-07 19:35:12 - INFO - TRAINING - Epoch: [0][270/521]	Time 0.210 (0.210)	Data 0.000 (0.001)	Loss 2.1576 (2.2585)	Prec@1 19.792 (16.590)	Prec@5 67.708 (64.107)
2021-12-07 19:35:14 - INFO - TRAINING - Epoch: [0][280/521]	Time 0.210 (0.210)	Data 0.000 (0.001)	Loss 2.1012 (2.2541)	Prec@1 18.750 (16.656)	Prec@5 80.208 (64.350)
2021-12-07 19:35:16 - INFO - TRAINING - Epoch: [0][290/521]	Time 0.209 (0.209)	Data 0.000 (0.001)	Loss 2.0801 (2.2496)	Prec@1 25.000 (16.735)	Prec@5 73.958 (64.522)
2021-12-07 19:35:18 - INFO - TRAINING - Epoch: [0][300/521]	Time 0.211 (0.209)	Data 0.000 (0.001)	Loss 2.1955 (2.2462)	Prec@1 17.708 (16.802)	Prec@5 63.542 (64.673)
2021-12-07 19:35:20 - INFO - TRAINING - Epoch: [0][310/521]	Time 0.284 (0.210)	Data 0.000 (0.001)	Loss 2.1266 (2.2423)	Prec@1 19.792 (16.858)	Prec@5 72.917 (64.861)
2021-12-07 19:35:22 - INFO - TRAINING - Epoch: [0][320/521]	Time 0.210 (0.210)	Data 0.000 (0.000)	Loss 2.1647 (2.2389)	Prec@1 19.792 (16.894)	Prec@5 69.792 (65.051)
