2021-12-07 23:47:45 - INFO - saving to ./results/2021-12-07_23-47-45
2021-12-07 23:47:45 - DEBUG - run arguments: Namespace(batch_size=128, dataset='cifar10', epochs=250, evaluate=None, gpus='0', input_size=None, lr=0.1, model='resnet_binary', model_config='', momentum=0.9, optimizer='SGD', print_freq=10, results_dir='./results', resume='', save='2021-12-07_23-47-45', start_epoch=0, type='torch.cuda.FloatTensor', weight_decay=0.0001, workers=8)
2021-12-07 23:47:45 - INFO - creating model fake generator (student)
2021-12-07 23:47:45 - INFO - creating model real generator (student)
2021-12-07 23:47:46 - INFO - number of parameters: 11094154
2021-12-07 23:47:49 - INFO - TRAINING - Epoch: [0][0/391]	Time 1.239 (1.239)	Data 0.182 (0.182)	Loss 1.1901 (1.1901)	Prec@1 10.156 (10.156)	Prec@5 48.438 (48.438)
2021-12-07 23:47:50 - INFO - TRAINING - Epoch: [0][10/391]	Time 0.146 (0.245)	Data 0.000 (0.017)	Loss 1.1613 (1.1867)	Prec@1 10.156 (11.080)	Prec@5 61.719 (50.497)
2021-12-07 23:47:51 - INFO - TRAINING - Epoch: [0][20/391]	Time 0.145 (0.199)	Data 0.000 (0.009)	Loss 1.2023 (1.1947)	Prec@1 9.375 (11.124)	Prec@5 55.469 (50.112)
2021-12-07 23:47:53 - INFO - TRAINING - Epoch: [0][30/391]	Time 0.140 (0.181)	Data 0.000 (0.006)	Loss 1.1696 (1.1987)	Prec@1 16.406 (11.492)	Prec@5 59.375 (51.084)
2021-12-07 23:47:54 - INFO - TRAINING - Epoch: [0][40/391]	Time 0.151 (0.172)	Data 0.000 (0.005)	Loss 1.2371 (1.2025)	Prec@1 10.938 (11.547)	Prec@5 52.344 (52.039)
2021-12-07 23:47:56 - INFO - TRAINING - Epoch: [0][50/391]	Time 0.139 (0.166)	Data 0.000 (0.004)	Loss 1.1368 (1.2060)	Prec@1 20.312 (11.918)	Prec@5 63.281 (52.803)
2021-12-07 23:47:57 - INFO - TRAINING - Epoch: [0][60/391]	Time 0.141 (0.162)	Data 0.000 (0.003)	Loss 1.2137 (1.2074)	Prec@1 14.062 (12.205)	Prec@5 54.688 (53.304)
2021-12-07 23:47:59 - INFO - TRAINING - Epoch: [0][70/391]	Time 0.138 (0.159)	Data 0.000 (0.003)	Loss 1.1892 (1.2105)	Prec@1 13.281 (12.379)	Prec@5 59.375 (53.642)
2021-12-07 23:48:00 - INFO - TRAINING - Epoch: [0][80/391]	Time 0.140 (0.156)	Data 0.000 (0.002)	Loss 1.2550 (1.2104)	Prec@1 10.156 (12.548)	Prec@5 53.125 (54.321)
2021-12-07 23:48:01 - INFO - TRAINING - Epoch: [0][90/391]	Time 0.142 (0.155)	Data 0.000 (0.002)	Loss 1.1549 (1.2081)	Prec@1 17.188 (12.680)	Prec@5 63.281 (55.065)
2021-12-07 23:48:03 - INFO - TRAINING - Epoch: [0][100/391]	Time 0.139 (0.153)	Data 0.000 (0.002)	Loss 1.0861 (1.2057)	Prec@1 20.312 (12.918)	Prec@5 73.438 (55.716)
2021-12-07 23:48:04 - INFO - TRAINING - Epoch: [0][110/391]	Time 0.140 (0.152)	Data 0.000 (0.002)	Loss 1.1208 (1.2032)	Prec@1 20.312 (13.084)	Prec@5 64.062 (56.229)
2021-12-07 23:48:06 - INFO - TRAINING - Epoch: [0][120/391]	Time 0.143 (0.151)	Data 0.000 (0.002)	Loss 1.1397 (1.1990)	Prec@1 18.750 (13.346)	Prec@5 66.406 (57.005)
2021-12-07 23:48:07 - INFO - TRAINING - Epoch: [0][130/391]	Time 0.140 (0.150)	Data 0.000 (0.001)	Loss 1.1391 (1.1951)	Prec@1 17.188 (13.627)	Prec@5 69.531 (57.550)
2021-12-07 23:48:08 - INFO - TRAINING - Epoch: [0][140/391]	Time 0.143 (0.150)	Data 0.000 (0.001)	Loss 1.0879 (1.1920)	Prec@1 25.781 (13.985)	Prec@5 71.875 (57.995)
2021-12-07 23:48:10 - INFO - TRAINING - Epoch: [0][150/391]	Time 0.146 (0.149)	Data 0.000 (0.001)	Loss 1.1071 (1.1900)	Prec@1 22.656 (14.088)	Prec@5 66.406 (58.325)
2021-12-07 23:48:11 - INFO - TRAINING - Epoch: [0][160/391]	Time 0.146 (0.149)	Data 0.000 (0.001)	Loss 1.0224 (1.1872)	Prec@1 23.438 (14.227)	Prec@5 75.781 (58.851)
2021-12-07 23:48:13 - INFO - TRAINING - Epoch: [0][170/391]	Time 0.147 (0.149)	Data 0.000 (0.001)	Loss 1.1158 (1.1838)	Prec@1 15.625 (14.469)	Prec@5 71.094 (59.338)
2021-12-07 23:48:14 - INFO - TRAINING - Epoch: [0][180/391]	Time 0.144 (0.149)	Data 0.000 (0.001)	Loss 1.1193 (1.1801)	Prec@1 17.969 (14.585)	Prec@5 66.406 (59.755)
2021-12-07 23:48:16 - INFO - TRAINING - Epoch: [0][190/391]	Time 0.142 (0.149)	Data 0.000 (0.001)	Loss 1.0765 (1.1766)	Prec@1 17.969 (14.827)	Prec@5 71.094 (60.152)
