2021-12-07 22:40:56 - INFO - saving to ./results/2021-12-07_22-40-56
2021-12-07 22:40:56 - DEBUG - run arguments: Namespace(batch_size=128, dataset='cifar10', epochs=250, evaluate=None, gpus='0', input_size=None, lr=0.1, model='resnet_binary', model_config='', momentum=0.9, optimizer='SGD', print_freq=10, results_dir='./results', resume='', save='2021-12-07_22-40-56', start_epoch=0, type='torch.cuda.FloatTensor', weight_decay=0.0001, workers=8)
2021-12-07 22:40:56 - INFO - creating model fake generator (student)
2021-12-07 22:40:56 - INFO - creating model real generator (student)
2021-12-07 22:40:57 - INFO - number of parameters: 11094154
2021-12-07 22:40:59 - INFO - TRAINING - Epoch: [0][0/391]	Time 1.009 (1.009)	Data 0.177 (0.177)	Loss 2.3824 (2.3824)	Prec@1 7.031 (7.031)	Prec@5 50.000 (50.000)
2021-12-07 22:41:00 - INFO - TRAINING - Epoch: [0][10/391]	Time 0.086 (0.166)	Data 0.000 (0.016)	Loss 2.4089 (2.3880)	Prec@1 16.406 (10.795)	Prec@5 56.250 (51.349)
2021-12-07 22:41:01 - INFO - TRAINING - Epoch: [0][20/391]	Time 0.085 (0.128)	Data 0.000 (0.009)	Loss 2.3796 (2.4187)	Prec@1 16.406 (12.165)	Prec@5 67.188 (55.506)
2021-12-07 22:41:01 - INFO - TRAINING - Epoch: [0][30/391]	Time 0.085 (0.115)	Data 0.000 (0.006)	Loss 2.6074 (2.4374)	Prec@1 15.625 (13.180)	Prec@5 64.844 (59.022)
2021-12-07 22:41:02 - INFO - TRAINING - Epoch: [0][40/391]	Time 0.085 (0.108)	Data 0.000 (0.004)	Loss 2.4420 (2.4396)	Prec@1 20.312 (14.634)	Prec@5 77.344 (61.852)
2021-12-07 22:41:03 - INFO - TRAINING - Epoch: [0][50/391]	Time 0.085 (0.103)	Data 0.000 (0.004)	Loss 2.6097 (2.4408)	Prec@1 13.281 (15.411)	Prec@5 66.406 (63.955)
2021-12-07 22:41:04 - INFO - TRAINING - Epoch: [0][60/391]	Time 0.085 (0.101)	Data 0.000 (0.003)	Loss 2.4555 (2.4422)	Prec@1 20.312 (16.124)	Prec@5 67.969 (65.164)
2021-12-07 22:41:05 - INFO - TRAINING - Epoch: [0][70/391]	Time 0.087 (0.099)	Data 0.000 (0.003)	Loss 2.6458 (2.4363)	Prec@1 15.625 (16.637)	Prec@5 66.406 (66.296)
2021-12-07 22:41:06 - INFO - TRAINING - Epoch: [0][80/391]	Time 0.085 (0.097)	Data 0.000 (0.002)	Loss 2.1395 (2.4221)	Prec@1 23.438 (17.226)	Prec@5 84.375 (67.448)
2021-12-07 22:41:07 - INFO - TRAINING - Epoch: [0][90/391]	Time 0.086 (0.096)	Data 0.000 (0.002)	Loss 2.0857 (2.4030)	Prec@1 23.438 (18.089)	Prec@5 85.156 (68.681)
2021-12-07 22:41:07 - INFO - TRAINING - Epoch: [0][100/391]	Time 0.085 (0.095)	Data 0.000 (0.002)	Loss 2.4172 (2.3937)	Prec@1 21.875 (18.472)	Prec@5 75.000 (69.377)
2021-12-07 22:41:08 - INFO - TRAINING - Epoch: [0][110/391]	Time 0.086 (0.094)	Data 0.000 (0.002)	Loss 2.1809 (2.3750)	Prec@1 28.906 (18.940)	Prec@5 78.125 (70.024)
2021-12-07 22:41:09 - INFO - TRAINING - Epoch: [0][120/391]	Time 0.086 (0.094)	Data 0.000 (0.002)	Loss 2.0525 (2.3556)	Prec@1 27.344 (19.305)	Prec@5 78.125 (70.965)
2021-12-07 22:41:10 - INFO - TRAINING - Epoch: [0][130/391]	Time 0.086 (0.093)	Data 0.000 (0.001)	Loss 2.2161 (2.3394)	Prec@1 22.656 (19.716)	Prec@5 74.219 (71.601)
2021-12-07 22:41:11 - INFO - TRAINING - Epoch: [0][140/391]	Time 0.086 (0.093)	Data 0.000 (0.001)	Loss 2.1588 (2.3243)	Prec@1 24.219 (20.135)	Prec@5 78.125 (72.235)
2021-12-07 22:41:12 - INFO - TRAINING - Epoch: [0][150/391]	Time 0.087 (0.092)	Data 0.000 (0.001)	Loss 2.1260 (2.3089)	Prec@1 28.125 (20.452)	Prec@5 78.125 (72.853)
2021-12-07 22:41:13 - INFO - TRAINING - Epoch: [0][160/391]	Time 0.086 (0.092)	Data 0.000 (0.001)	Loss 1.9684 (2.2952)	Prec@1 28.125 (20.769)	Prec@5 82.031 (73.263)
2021-12-07 22:41:14 - INFO - TRAINING - Epoch: [0][170/391]	Time 0.086 (0.092)	Data 0.000 (0.001)	Loss 2.0361 (2.2815)	Prec@1 22.656 (20.984)	Prec@5 81.250 (73.753)
2021-12-07 22:41:15 - INFO - TRAINING - Epoch: [0][180/391]	Time 0.087 (0.092)	Data 0.000 (0.001)	Loss 1.9509 (2.2648)	Prec@1 24.219 (21.361)	Prec@5 85.938 (74.227)
2021-12-07 22:41:16 - INFO - TRAINING - Epoch: [0][190/391]	Time 0.108 (0.094)	Data 0.000 (0.001)	Loss 1.9153 (2.2473)	Prec@1 29.688 (21.777)	Prec@5 78.125 (74.640)
2021-12-07 22:41:17 - INFO - TRAINING - Epoch: [0][200/391]	Time 0.088 (0.095)	Data 0.000 (0.001)	Loss 1.9930 (2.2339)	Prec@1 18.750 (21.980)	Prec@5 77.344 (75.066)
2021-12-07 22:41:18 - INFO - TRAINING - Epoch: [0][210/391]	Time 0.088 (0.095)	Data 0.000 (0.001)	Loss 1.9137 (2.2209)	Prec@1 28.125 (22.208)	Prec@5 83.594 (75.404)
2021-12-07 22:41:19 - INFO - TRAINING - Epoch: [0][220/391]	Time 0.086 (0.094)	Data 0.000 (0.001)	Loss 1.9152 (2.2073)	Prec@1 28.125 (22.479)	Prec@5 82.031 (75.785)
2021-12-07 22:41:20 - INFO - TRAINING - Epoch: [0][230/391]	Time 0.086 (0.094)	Data 0.000 (0.001)	Loss 1.9192 (2.1952)	Prec@1 32.031 (22.677)	Prec@5 82.812 (76.092)
2021-12-07 22:41:21 - INFO - TRAINING - Epoch: [0][240/391]	Time 0.091 (0.094)	Data 0.000 (0.001)	Loss 1.9427 (2.1823)	Prec@1 25.781 (22.954)	Prec@5 80.469 (76.378)
2021-12-07 22:41:21 - INFO - TRAINING - Epoch: [0][250/391]	Time 0.095 (0.094)	Data 0.000 (0.001)	Loss 1.9288 (2.1722)	Prec@1 23.438 (23.182)	Prec@5 84.375 (76.628)
2021-12-07 22:41:22 - INFO - TRAINING - Epoch: [0][260/391]	Time 0.092 (0.094)	Data 0.000 (0.001)	Loss 1.9921 (2.1633)	Prec@1 25.000 (23.303)	Prec@5 83.594 (76.895)
2021-12-07 22:41:23 - INFO - TRAINING - Epoch: [0][270/391]	Time 0.085 (0.094)	Data 0.000 (0.001)	Loss 1.9405 (2.1537)	Prec@1 19.531 (23.478)	Prec@5 85.156 (77.113)
2021-12-07 22:41:24 - INFO - TRAINING - Epoch: [0][280/391]	Time 0.086 (0.093)	Data 0.000 (0.001)	Loss 1.8656 (2.1456)	Prec@1 29.688 (23.660)	Prec@5 85.156 (77.369)
2021-12-07 22:41:25 - INFO - TRAINING - Epoch: [0][290/391]	Time 0.086 (0.093)	Data 0.000 (0.001)	Loss 1.9854 (2.1387)	Prec@1 23.438 (23.781)	Prec@5 83.594 (77.556)
2021-12-07 22:41:26 - INFO - TRAINING - Epoch: [0][300/391]	Time 0.086 (0.093)	Data 0.000 (0.001)	Loss 1.8531 (2.1304)	Prec@1 32.812 (23.915)	Prec@5 82.812 (77.788)
2021-12-07 22:41:27 - INFO - TRAINING - Epoch: [0][310/391]	Time 0.085 (0.093)	Data 0.000 (0.001)	Loss 2.0095 (2.1223)	Prec@1 28.125 (24.055)	Prec@5 78.125 (77.997)
