2021-12-07 21:43:33 - INFO - saving to ./results/2021-12-07_21-43-33
2021-12-07 21:43:33 - DEBUG - run arguments: Namespace(batch_size=128, dataset='cifar10', epochs=250, evaluate=None, gpus='0', input_size=None, lr=0.1, model='resnet_binary', model_config='', momentum=0.9, optimizer='SGD', print_freq=10, results_dir='./results', resume='', save='2021-12-07_21-43-33', start_epoch=0, type='torch.cuda.FloatTensor', weight_decay=0.0001, workers=8)
2021-12-07 21:43:33 - INFO - creating model fake generator (student)
2021-12-07 21:43:33 - INFO - creating model real generator (student)
2021-12-07 21:43:34 - INFO - number of parameters: 11094154
2021-12-07 21:43:37 - INFO - TRAINING - Epoch: [0][0/391]	Time 1.915 (1.915)	Data 0.187 (0.187)	Loss 2.4142 (2.4142)	Prec@1 4.688 (4.688)	Prec@5 47.656 (47.656)
2021-12-07 21:43:40 - INFO - TRAINING - Epoch: [0][10/391]	Time 0.266 (0.403)	Data 0.000 (0.017)	Loss 2.3807 (2.3173)	Prec@1 11.719 (14.205)	Prec@5 64.062 (59.162)
2021-12-07 21:43:42 - INFO - TRAINING - Epoch: [0][20/391]	Time 0.269 (0.338)	Data 0.000 (0.009)	Loss 2.3148 (2.3394)	Prec@1 18.750 (16.555)	Prec@5 71.875 (62.798)
2021-12-07 21:43:45 - INFO - TRAINING - Epoch: [0][30/391]	Time 0.319 (0.333)	Data 0.000 (0.006)	Loss 2.5127 (2.3745)	Prec@1 16.406 (16.658)	Prec@5 70.312 (64.919)
2021-12-07 21:43:49 - INFO - TRAINING - Epoch: [0][40/391]	Time 0.363 (0.326)	Data 0.000 (0.005)	Loss 2.7294 (2.4233)	Prec@1 14.844 (16.940)	Prec@5 60.156 (65.454)
2021-12-07 21:43:51 - INFO - TRAINING - Epoch: [0][50/391]	Time 0.267 (0.320)	Data 0.000 (0.004)	Loss 2.5401 (2.4517)	Prec@1 17.969 (17.188)	Prec@5 71.094 (65.502)
2021-12-07 21:43:54 - INFO - TRAINING - Epoch: [0][60/391]	Time 0.294 (0.313)	Data 0.000 (0.003)	Loss 2.6900 (2.4697)	Prec@1 16.406 (17.239)	Prec@5 66.406 (66.240)
2021-12-07 21:43:57 - INFO - TRAINING - Epoch: [0][70/391]	Time 0.268 (0.307)	Data 0.000 (0.003)	Loss 2.3474 (2.4829)	Prec@1 18.750 (17.474)	Prec@5 78.125 (66.725)
2021-12-07 21:44:00 - INFO - TRAINING - Epoch: [0][80/391]	Time 0.267 (0.303)	Data 0.000 (0.002)	Loss 2.3515 (2.4911)	Prec@1 22.656 (17.622)	Prec@5 78.906 (67.110)
2021-12-07 21:44:02 - INFO - TRAINING - Epoch: [0][90/391]	Time 0.271 (0.299)	Data 0.000 (0.002)	Loss 2.5731 (2.4999)	Prec@1 17.188 (17.909)	Prec@5 75.000 (67.428)
2021-12-07 21:44:05 - INFO - TRAINING - Epoch: [0][100/391]	Time 0.271 (0.296)	Data 0.000 (0.002)	Loss 2.6345 (2.5057)	Prec@1 20.312 (18.000)	Prec@5 68.750 (67.737)
2021-12-07 21:44:08 - INFO - TRAINING - Epoch: [0][110/391]	Time 0.271 (0.294)	Data 0.000 (0.002)	Loss 2.4042 (2.5067)	Prec@1 20.312 (18.145)	Prec@5 75.781 (67.955)
2021-12-07 21:44:11 - INFO - TRAINING - Epoch: [0][120/391]	Time 0.272 (0.292)	Data 0.000 (0.002)	Loss 2.6393 (2.5129)	Prec@1 12.500 (18.046)	Prec@5 67.188 (68.027)
2021-12-07 21:44:13 - INFO - TRAINING - Epoch: [0][130/391]	Time 0.270 (0.290)	Data 0.000 (0.002)	Loss 2.3434 (2.5061)	Prec@1 21.875 (18.195)	Prec@5 75.000 (68.392)
2021-12-07 21:44:16 - INFO - TRAINING - Epoch: [0][140/391]	Time 0.272 (0.289)	Data 0.000 (0.001)	Loss 2.4340 (2.5131)	Prec@1 26.562 (18.273)	Prec@5 77.344 (68.384)
2021-12-07 21:44:19 - INFO - TRAINING - Epoch: [0][150/391]	Time 0.271 (0.288)	Data 0.000 (0.001)	Loss 2.4370 (2.5117)	Prec@1 18.750 (18.357)	Prec@5 71.875 (68.517)
2021-12-07 21:44:21 - INFO - TRAINING - Epoch: [0][160/391]	Time 0.273 (0.287)	Data 0.000 (0.001)	Loss 2.7421 (2.5108)	Prec@1 14.844 (18.464)	Prec@5 67.969 (68.808)
2021-12-07 21:44:24 - INFO - TRAINING - Epoch: [0][170/391]	Time 0.271 (0.286)	Data 0.000 (0.001)	Loss 2.3817 (2.5051)	Prec@1 21.094 (18.554)	Prec@5 73.438 (69.042)
2021-12-07 21:44:27 - INFO - TRAINING - Epoch: [0][180/391]	Time 0.272 (0.285)	Data 0.000 (0.001)	Loss 2.6860 (2.5002)	Prec@1 17.188 (18.621)	Prec@5 63.281 (69.281)
2021-12-07 21:44:29 - INFO - TRAINING - Epoch: [0][190/391]	Time 0.273 (0.284)	Data 0.000 (0.001)	Loss 2.2352 (2.4959)	Prec@1 25.000 (18.836)	Prec@5 76.562 (69.503)
2021-12-07 21:44:32 - INFO - TRAINING - Epoch: [0][200/391]	Time 0.273 (0.284)	Data 0.000 (0.001)	Loss 2.3909 (2.4913)	Prec@1 24.219 (19.038)	Prec@5 71.094 (69.691)
2021-12-07 21:44:35 - INFO - TRAINING - Epoch: [0][210/391]	Time 0.274 (0.283)	Data 0.000 (0.001)	Loss 2.4887 (2.4890)	Prec@1 20.312 (19.076)	Prec@5 67.188 (69.772)
2021-12-07 21:44:38 - INFO - TRAINING - Epoch: [0][220/391]	Time 0.273 (0.282)	Data 0.000 (0.001)	Loss 2.3862 (2.4833)	Prec@1 23.438 (19.213)	Prec@5 75.000 (69.977)
2021-12-07 21:44:40 - INFO - TRAINING - Epoch: [0][230/391]	Time 0.271 (0.282)	Data 0.000 (0.001)	Loss 2.3179 (2.4804)	Prec@1 19.531 (19.335)	Prec@5 78.906 (70.103)
2021-12-07 21:44:43 - INFO - TRAINING - Epoch: [0][240/391]	Time 0.274 (0.281)	Data 0.000 (0.001)	Loss 2.1630 (2.4770)	Prec@1 28.906 (19.460)	Prec@5 75.781 (70.228)
