2021-12-07 23:23:26 - INFO - saving to ./results/2021-12-07_23-23-26
2021-12-07 23:23:26 - DEBUG - run arguments: Namespace(batch_size=128, dataset='cifar10', epochs=250, evaluate=None, gpus='0', input_size=None, lr=0.1, model='resnet_binary', model_config='', momentum=0.9, optimizer='SGD', print_freq=10, results_dir='./results', resume='', save='2021-12-07_23-23-26', start_epoch=0, type='torch.cuda.FloatTensor', weight_decay=0.0001, workers=8)
2021-12-07 23:23:26 - INFO - creating model fake generator (student)
2021-12-07 23:23:26 - INFO - creating model real generator (student)
2021-12-07 23:23:27 - INFO - number of parameters: 11094154
2021-12-07 23:23:29 - INFO - TRAINING - Epoch: [0][0/391]	Time 1.081 (1.081)	Data 0.182 (0.182)	Loss 2.3673 (2.3673)	Prec@1 10.938 (10.938)	Prec@5 52.344 (52.344)
2021-12-07 23:23:31 - INFO - TRAINING - Epoch: [0][10/391]	Time 0.136 (0.219)	Data 0.000 (0.017)	Loss 2.5636 (2.4168)	Prec@1 5.469 (10.369)	Prec@5 39.062 (49.219)
2021-12-07 23:23:32 - INFO - TRAINING - Epoch: [0][20/391]	Time 0.135 (0.179)	Data 0.000 (0.009)	Loss 2.7535 (2.4641)	Prec@1 7.812 (10.603)	Prec@5 49.219 (51.860)
2021-12-07 23:23:33 - INFO - TRAINING - Epoch: [0][30/391]	Time 0.134 (0.165)	Data 0.000 (0.006)	Loss 2.6842 (2.5098)	Prec@1 14.062 (11.215)	Prec@5 50.781 (53.125)
2021-12-07 23:23:35 - INFO - TRAINING - Epoch: [0][40/391]	Time 0.136 (0.158)	Data 0.000 (0.005)	Loss 2.5972 (2.5442)	Prec@1 14.062 (11.528)	Prec@5 55.469 (54.040)
2021-12-07 23:23:36 - INFO - TRAINING - Epoch: [0][50/391]	Time 0.136 (0.153)	Data 0.000 (0.004)	Loss 2.5128 (2.5735)	Prec@1 17.969 (11.642)	Prec@5 57.812 (54.550)
2021-12-07 23:23:37 - INFO - TRAINING - Epoch: [0][60/391]	Time 0.135 (0.150)	Data 0.000 (0.003)	Loss 2.5900 (2.5866)	Prec@1 16.406 (11.770)	Prec@5 61.719 (55.533)
2021-12-07 23:23:39 - INFO - TRAINING - Epoch: [0][70/391]	Time 0.135 (0.148)	Data 0.000 (0.003)	Loss 2.4512 (2.5877)	Prec@1 19.531 (12.192)	Prec@5 66.406 (56.646)
2021-12-07 23:23:40 - INFO - TRAINING - Epoch: [0][80/391]	Time 0.144 (0.147)	Data 0.000 (0.002)	Loss 2.4168 (2.5846)	Prec@1 11.719 (12.625)	Prec@5 67.969 (57.697)
2021-12-07 23:23:41 - INFO - TRAINING - Epoch: [0][90/391]	Time 0.136 (0.145)	Data 0.000 (0.002)	Loss 2.4252 (2.5720)	Prec@1 19.531 (13.221)	Prec@5 70.312 (58.791)
2021-12-07 23:23:43 - INFO - TRAINING - Epoch: [0][100/391]	Time 0.134 (0.144)	Data 0.000 (0.002)	Loss 2.6159 (2.5625)	Prec@1 17.969 (13.761)	Prec@5 60.938 (59.708)
