2021-12-07 22:42:34 - INFO - saving to ./results/2021-12-07_22-42-34
2021-12-07 22:42:34 - DEBUG - run arguments: Namespace(batch_size=128, dataset='cifar10', epochs=250, evaluate=None, gpus='0', input_size=None, lr=0.1, model='resnet_binary', model_config='', momentum=0.9, optimizer='SGD', print_freq=10, results_dir='./results', resume='', save='2021-12-07_22-42-34', start_epoch=0, type='torch.cuda.FloatTensor', weight_decay=0.0001, workers=8)
2021-12-07 22:42:34 - INFO - creating model fake generator (student)
2021-12-07 22:42:34 - INFO - creating model real generator (student)
2021-12-07 22:42:35 - INFO - number of parameters: 11094154
2021-12-07 22:42:37 - INFO - TRAINING - Epoch: [0][0/391]	Time 0.828 (0.828)	Data 0.158 (0.158)	Loss 2.3568 (2.3568)	Prec@1 16.406 (16.406)	Prec@5 46.094 (46.094)
2021-12-07 22:42:37 - INFO - TRAINING - Epoch: [0][10/391]	Time 0.044 (0.114)	Data 0.000 (0.014)	Loss 2.4271 (2.3949)	Prec@1 12.500 (11.435)	Prec@5 49.219 (50.000)
2021-12-07 22:42:38 - INFO - TRAINING - Epoch: [0][20/391]	Time 0.045 (0.081)	Data 0.000 (0.008)	Loss 2.4878 (2.4513)	Prec@1 17.188 (11.458)	Prec@5 51.562 (51.153)
2021-12-07 22:42:38 - INFO - TRAINING - Epoch: [0][30/391]	Time 0.044 (0.069)	Data 0.000 (0.005)	Loss 2.6614 (2.5064)	Prec@1 12.500 (11.568)	Prec@5 55.469 (52.848)
2021-12-07 22:42:39 - INFO - TRAINING - Epoch: [0][40/391]	Time 0.044 (0.063)	Data 0.000 (0.004)	Loss 2.7467 (2.5537)	Prec@1 9.375 (11.662)	Prec@5 56.250 (53.449)
2021-12-07 22:42:39 - INFO - TRAINING - Epoch: [0][50/391]	Time 0.044 (0.060)	Data 0.000 (0.003)	Loss 2.5856 (2.5571)	Prec@1 14.062 (12.500)	Prec@5 61.719 (55.285)
2021-12-07 22:42:40 - INFO - TRAINING - Epoch: [0][60/391]	Time 0.046 (0.057)	Data 0.000 (0.003)	Loss 2.5145 (2.5780)	Prec@1 14.062 (12.628)	Prec@5 66.406 (56.019)
2021-12-07 22:42:40 - INFO - TRAINING - Epoch: [0][70/391]	Time 0.044 (0.055)	Data 0.000 (0.002)	Loss 2.4817 (2.5760)	Prec@1 17.969 (13.138)	Prec@5 58.594 (56.910)
2021-12-07 22:42:40 - INFO - TRAINING - Epoch: [0][80/391]	Time 0.044 (0.054)	Data 0.000 (0.002)	Loss 2.5865 (2.5766)	Prec@1 21.094 (13.561)	Prec@5 61.719 (57.793)
2021-12-07 22:42:41 - INFO - TRAINING - Epoch: [0][90/391]	Time 0.044 (0.053)	Data 0.000 (0.002)	Loss 2.4323 (2.5685)	Prec@1 15.625 (13.874)	Prec@5 64.844 (58.680)
2021-12-07 22:42:41 - INFO - TRAINING - Epoch: [0][100/391]	Time 0.045 (0.052)	Data 0.000 (0.002)	Loss 2.3252 (2.5579)	Prec@1 17.969 (14.008)	Prec@5 71.875 (59.499)
2021-12-07 22:42:42 - INFO - TRAINING - Epoch: [0][110/391]	Time 0.044 (0.052)	Data 0.000 (0.001)	Loss 2.3633 (2.5425)	Prec@1 19.531 (14.386)	Prec@5 75.000 (60.515)
2021-12-07 22:42:42 - INFO - TRAINING - Epoch: [0][120/391]	Time 0.044 (0.051)	Data 0.000 (0.001)	Loss 2.2941 (2.5312)	Prec@1 21.875 (14.663)	Prec@5 73.438 (61.241)
2021-12-07 22:42:43 - INFO - TRAINING - Epoch: [0][130/391]	Time 0.045 (0.051)	Data 0.000 (0.001)	Loss 2.2938 (2.5149)	Prec@1 22.656 (15.052)	Prec@5 73.438 (62.005)
2021-12-07 22:42:43 - INFO - TRAINING - Epoch: [0][140/391]	Time 0.044 (0.050)	Data 0.000 (0.001)	Loss 2.2812 (2.5010)	Prec@1 19.531 (15.232)	Prec@5 73.438 (62.666)
2021-12-07 22:42:44 - INFO - TRAINING - Epoch: [0][150/391]	Time 0.046 (0.050)	Data 0.000 (0.001)	Loss 2.3172 (2.4860)	Prec@1 17.188 (15.527)	Prec@5 71.094 (63.374)
2021-12-07 22:42:44 - INFO - TRAINING - Epoch: [0][160/391]	Time 0.044 (0.049)	Data 0.000 (0.001)	Loss 2.1127 (2.4701)	Prec@1 22.656 (15.766)	Prec@5 75.781 (64.062)
2021-12-07 22:42:44 - INFO - TRAINING - Epoch: [0][170/391]	Time 0.044 (0.049)	Data 0.000 (0.001)	Loss 1.9938 (2.4572)	Prec@1 26.562 (15.995)	Prec@5 80.469 (64.492)
2021-12-07 22:42:45 - INFO - TRAINING - Epoch: [0][180/391]	Time 0.044 (0.049)	Data 0.000 (0.001)	Loss 2.0873 (2.4417)	Prec@1 17.969 (16.190)	Prec@5 78.906 (65.064)
2021-12-07 22:42:45 - INFO - TRAINING - Epoch: [0][190/391]	Time 0.044 (0.049)	Data 0.000 (0.001)	Loss 2.1635 (2.4271)	Prec@1 25.781 (16.464)	Prec@5 74.219 (65.572)
2021-12-07 22:42:46 - INFO - TRAINING - Epoch: [0][200/391]	Time 0.044 (0.049)	Data 0.000 (0.001)	Loss 2.1123 (2.4151)	Prec@1 21.875 (16.663)	Prec@5 77.344 (65.983)
2021-12-07 22:42:46 - INFO - TRAINING - Epoch: [0][210/391]	Time 0.044 (0.048)	Data 0.000 (0.001)	Loss 2.0803 (2.4007)	Prec@1 21.094 (16.862)	Prec@5 75.781 (66.432)
2021-12-07 22:42:47 - INFO - TRAINING - Epoch: [0][220/391]	Time 0.044 (0.048)	Data 0.000 (0.001)	Loss 2.1018 (2.3879)	Prec@1 22.656 (17.032)	Prec@5 74.219 (66.813)
2021-12-07 22:42:47 - INFO - TRAINING - Epoch: [0][230/391]	Time 0.044 (0.048)	Data 0.000 (0.001)	Loss 2.0862 (2.3747)	Prec@1 25.000 (17.296)	Prec@5 78.125 (67.238)
2021-12-07 22:42:48 - INFO - TRAINING - Epoch: [0][240/391]	Time 0.044 (0.048)	Data 0.000 (0.001)	Loss 2.1523 (2.3656)	Prec@1 20.312 (17.392)	Prec@5 74.219 (67.557)
2021-12-07 22:42:48 - INFO - TRAINING - Epoch: [0][250/391]	Time 0.046 (0.048)	Data 0.000 (0.001)	Loss 2.1745 (2.3554)	Prec@1 23.438 (17.589)	Prec@5 74.219 (67.863)
